school,department_name,harvard_equivalent,funding_type,year,funding_amount
Alabama,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2020,4672883
Alabama,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2019,4910176
Alabama,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2018,3576080
Alabama,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2017,3484163
Alabama,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2016,2733962
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2020,2601201
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2019,1796029
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2018,1232819
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2017,0
Albany,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,nih,2016,0
Arizona,CHEMISTRY AND BIOCHEMISTRY,BCMP,nih,2020,2843805
Arizona,CHEMISTRY AND BIOCHEMISTRY,BCMP,nih,2019,4131413
Arizona,CHEMISTRY AND BIOCHEMISTRY,BCMP,nih,2018,3402112
Arizona,CHEMISTRY AND BIOCHEMISTRY,BCMP,nih,2017,3712613
Arizona,CHEMISTRY AND BIOCHEMISTRY,BCMP,nih,2016,1309969
Arizona,PHARMACOLOGY,BCMP,nih,2020,13972053
Arizona,PHARMACOLOGY,BCMP,nih,2019,18261372
Arizona,PHARMACOLOGY,BCMP,nih,2018,5876618
Arizona,PHARMACOLOGY,BCMP,nih,2017,3984286
Arizona,PHARMACOLOGY,BCMP,nih,2016,4756752
Arkansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,3817445
Arkansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,2222297
Arkansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,2769129
Arkansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,2161782
Arkansas,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,2659495
Arkansas,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,1440131
Arkansas,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,1342524
Arkansas,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,1282591
Arkansas,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,1971216
Arkansas,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,2220262
Baylor,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,4624247
Baylor,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,4930751
Baylor,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,5034767
Baylor,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,7225603
Baylor,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,12691309
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,9442481
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,11534968
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,9166938
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,8012159
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,7545263
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2020,5133848
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2019,3385233
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2018,2399012
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2017,2309642
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2016,0
Boston,BIOCHEMISTRY,BCMP,nih,2020,10050695
Boston,BIOCHEMISTRY,BCMP,nih,2019,8407518
Boston,BIOCHEMISTRY,BCMP,nih,2018,8814901
Boston,BIOCHEMISTRY,BCMP,nih,2017,8025749
Boston,BIOCHEMISTRY,BCMP,nih,2016,9383841
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2020,10273306
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2019,16013552
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2018,14375519
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2017,5804974
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCMP,nih,2016,9515755
Boston,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,3482892
Boston,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,1582402
Boston,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,2497470
Boston,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,3642381
Boston,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,3281980
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2020,10968070
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2019,12062933
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2018,10463662
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2017,10232868
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2016,7325503
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2020,2367292
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2019,2165005
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2018,2010530
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2017,1879572
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2016,2737682
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2020,4802984
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2019,4979267
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2018,3264879
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2017,3187035
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2016,3712609
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,4349046
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,4302850
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,1635561
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,2313546
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,2240104
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,4534901
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,2899623
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,3005334
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,2640725
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,2711346
Caribe,BIOCHEMISTRY,BCMP,nih,2020,445029
Caribe,BIOCHEMISTRY,BCMP,nih,2019,751147
Caribe,BIOCHEMISTRY,BCMP,nih,2018,330781
Caribe,BIOCHEMISTRY,BCMP,nih,2017,330781
Caribe,BIOCHEMISTRY,BCMP,nih,2016,0
Caribe,PHARMACOLOGY,BCMP,nih,2020,0
Caribe,PHARMACOLOGY,BCMP,nih,2019,0
Caribe,PHARMACOLOGY,BCMP,nih,2018,0
Caribe,PHARMACOLOGY,BCMP,nih,2017,0
Caribe,PHARMACOLOGY,BCMP,nih,2016,0
Case Western Reserve,BIOCHEMISTRY,BCMP,nih,2020,4347786
Case Western Reserve,BIOCHEMISTRY,BCMP,nih,2019,7132143
Case Western Reserve,BIOCHEMISTRY,BCMP,nih,2018,0
Case Western Reserve,BIOCHEMISTRY,BCMP,nih,2017,0
Case Western Reserve,BIOCHEMISTRY,BCMP,nih,2016,0
Case Western Reserve,MOLECULAR MEDICINE,BCMP,nih,2020,75780802
Case Western Reserve,MOLECULAR MEDICINE,BCMP,nih,2019,78775393
Case Western Reserve,MOLECULAR MEDICINE,BCMP,nih,2018,75211687
Case Western Reserve,MOLECULAR MEDICINE,BCMP,nih,2017,86713818
Case Western Reserve,MOLECULAR MEDICINE,BCMP,nih,2016,80273699
Case Western Reserve,PHARMACOLOGY,BCMP,nih,2020,6791035
Case Western Reserve,PHARMACOLOGY,BCMP,nih,2019,6448231
Case Western Reserve,PHARMACOLOGY,BCMP,nih,2018,0
Case Western Reserve,PHARMACOLOGY,BCMP,nih,2017,0
Case Western Reserve,PHARMACOLOGY,BCMP,nih,2016,0
Case Western Reserve,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,8116086
Case Western Reserve,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,5233560
Case Western Reserve,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,0
Case Western Reserve,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,0
Case Western Reserve,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,0
Chicago Med Franklin,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,425541
Chicago Med Franklin,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,439294
Chicago Med Franklin,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,1227458
Chicago Med Franklin,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,1118025
Chicago Med Franklin,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,1097118
Chicago Med Franklin,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP,nih,2020,1261614
Chicago Med Franklin,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP,nih,2019,1777334
Chicago Med Franklin,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP,nih,2018,1361250
Chicago Med Franklin,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP,nih,2017,2481293
Chicago Med Franklin,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP,nih,2016,2454105
Chicago Med Franklin,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,390000
Chicago Med Franklin,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,1170000
Chicago Med Franklin,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,948334
Chicago Med Franklin,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,1347889
Chicago Med Franklin,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,1131000
Chicago-Pritzker,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,14485639
Chicago-Pritzker,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,13327261
Chicago-Pritzker,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,9215875
Chicago-Pritzker,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,13739695
Chicago-Pritzker,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,12643762
Chicago-Pritzker,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIS,BCMP,nih,2020,703958
Chicago-Pritzker,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIS,BCMP,nih,2019,703958
Chicago-Pritzker,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIS,BCMP,nih,2018,1174525
Chicago-Pritzker,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIS,BCMP,nih,2017,1166477
Chicago-Pritzker,PHARMACOLOGICAL AND PHYSIOLOGICAL SCIS,BCMP,nih,2016,1049259
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2020,2860458
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2019,2230575
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2018,2769312
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2017,2735915
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2016,3003648
Cincinnati,PHARMACOLOGY AND SYSTEMS PHYSIOLOGY,BCMP,nih,2020,8216611
Cincinnati,PHARMACOLOGY AND SYSTEMS PHYSIOLOGY,BCMP,nih,2019,8481375
Cincinnati,PHARMACOLOGY AND SYSTEMS PHYSIOLOGY,BCMP,nih,2018,1032504
Cincinnati,PHARMACOLOGY AND SYSTEMS PHYSIOLOGY,BCMP,nih,2017,0
Cincinnati,PHARMACOLOGY AND SYSTEMS PHYSIOLOGY,BCMP,nih,2016,0
Colorado,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2020,10612477
Colorado,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2019,13847710
Colorado,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2018,7195030
Colorado,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2017,7245349
Colorado,BIOCHEMISTRY AND MOLEC GENETICS,BCMP;Gn,nih,2016,0
Colorado,PHARMACOLOGY,BCMP,nih,2020,17989643
Colorado,PHARMACOLOGY,BCMP,nih,2019,14636204
Colorado,PHARMACOLOGY,BCMP,nih,2018,14712861
Colorado,PHARMACOLOGY,BCMP,nih,2017,11731029
Colorado,PHARMACOLOGY,BCMP,nih,2016,12524473
Colorado,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,5059420
Colorado,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,4954314
Colorado,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,4314259
Colorado,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,4369843
Colorado,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,4221282
Columbia-Vagelos,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2020,23873413
Columbia-Vagelos,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2019,19973635
Columbia-Vagelos,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2018,25320190
Columbia-Vagelos,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2017,0
Columbia-Vagelos,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2016,0
Columbia-Vagelos,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2020,0
Columbia-Vagelos,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2019,0
Columbia-Vagelos,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2018,0
Columbia-Vagelos,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2017,0
Columbia-Vagelos,MOLECULAR PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2016,0
Connecticut,MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2020,5922190
Connecticut,MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2019,3124766
Connecticut,MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2018,3757000
Connecticut,MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2017,2519039
Connecticut,MOLECULAR BIOLOGY AND BIOPHYSICS,BCMP,nih,2016,3404570
Cornell-Weill,BIOCHEMISTRY,BCMP,nih,2020,9500254
Cornell-Weill,BIOCHEMISTRY,BCMP,nih,2019,4758246
Cornell-Weill,BIOCHEMISTRY,BCMP,nih,2018,4427837
Cornell-Weill,BIOCHEMISTRY,BCMP,nih,2017,4149423
Cornell-Weill,BIOCHEMISTRY,BCMP,nih,2016,3247607
Cornell-Weill,PHARMACOLOGY,BCMP,nih,2020,12442809
Cornell-Weill,PHARMACOLOGY,BCMP,nih,2019,11998827
Cornell-Weill,PHARMACOLOGY,BCMP,nih,2018,7666879
Cornell-Weill,PHARMACOLOGY,BCMP,nih,2017,9765473
Cornell-Weill,PHARMACOLOGY,BCMP,nih,2016,8436505
Cornell-Weill,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,8183275
Cornell-Weill,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,8761041
Cornell-Weill,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,10085450
Cornell-Weill,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,7351505
Cornell-Weill,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,7552253
Creighton,PHARMACOLOGY,BCMP;Nb,nih,2020,1510950
Creighton,PHARMACOLOGY,BCMP;Nb,nih,2019,775515
Creighton,PHARMACOLOGY,BCMP;Nb,nih,2018,935225
Creighton,PHARMACOLOGY,BCMP;Nb,nih,2017,479231
Creighton,PHARMACOLOGY,BCMP;Nb,nih,2016,1200693
Dartmouth-Geisel,BIOCHEMISTRY AND CELL BIOLOGY,BCMP;CB,nih,2020,11622453
Dartmouth-Geisel,BIOCHEMISTRY AND CELL BIOLOGY,BCMP;CB,nih,2019,9576692
Dartmouth-Geisel,BIOCHEMISTRY AND CELL BIOLOGY,BCMP;CB,nih,2018,9796295
Dartmouth-Geisel,BIOCHEMISTRY AND CELL BIOLOGY,BCMP;CB,nih,2017,11811079
Dartmouth-Geisel,BIOCHEMISTRY AND CELL BIOLOGY,BCMP;CB,nih,2016,0
Drexel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,4152448
Drexel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,3957087
Drexel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,4241244
Drexel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,1603845
Drexel,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,2582618
Drexel,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2020,6308866
Drexel,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2019,3532974
Drexel,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2018,3462288
Drexel,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2017,3575386
Drexel,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2016,3643110
Duke,BIOCHEMISTRY,BCMP,nih,2020,7233536
Duke,BIOCHEMISTRY,BCMP,nih,2019,4457656
Duke,BIOCHEMISTRY,BCMP,nih,2018,5903617
Duke,BIOCHEMISTRY,BCMP,nih,2017,7779848
Duke,BIOCHEMISTRY,BCMP,nih,2016,5220955
Duke,PHARMACOLOGY AND CANCER BIOLOGY,BCMP,nih,2020,15325326
Duke,PHARMACOLOGY AND CANCER BIOLOGY,BCMP,nih,2019,15486404
Duke,PHARMACOLOGY AND CANCER BIOLOGY,BCMP,nih,2018,15718996
Duke,PHARMACOLOGY AND CANCER BIOLOGY,BCMP,nih,2017,14063510
Duke,PHARMACOLOGY AND CANCER BIOLOGY,BCMP,nih,2016,16826500
East Carolina-Brody,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,0
East Carolina-Brody,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,0
East Carolina-Brody,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,438010
East Carolina-Brody,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,384878
East Carolina-Brody,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,491259
East Carolina-Brody,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,754064
East Carolina-Brody,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,901978
East Carolina-Brody,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,1026256
East Carolina-Brody,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,0
East Carolina-Brody,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,917100
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2020,2070864
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2019,2992031
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2018,2277551
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2017,1438183
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2016,1784729
Einstein,BIOCEHMISTRY,BCMP,nih,2020,0
Einstein,BIOCEHMISTRY,BCMP,nih,2019,0
Einstein,BIOCEHMISTRY,BCMP,nih,2018,0
Einstein,BIOCEHMISTRY,BCMP,nih,2017,0
Einstein,BIOCEHMISTRY,BCMP,nih,2016,0
Einstein,DEVELOPMENTAL AND MOLECULAR BIOLOGY,BCMP,nih,2020,0
Einstein,DEVELOPMENTAL AND MOLECULAR BIOLOGY,BCMP,nih,2019,0
Einstein,DEVELOPMENTAL AND MOLECULAR BIOLOGY,BCMP,nih,2018,0
Einstein,DEVELOPMENTAL AND MOLECULAR BIOLOGY,BCMP,nih,2017,0
Einstein,DEVELOPMENTAL AND MOLECULAR BIOLOGY,BCMP,nih,2016,0
Einstein,MOLECULAR PHARMACOLOGY,BCMP,nih,2020,0
Einstein,MOLECULAR PHARMACOLOGY,BCMP,nih,2019,0
Einstein,MOLECULAR PHARMACOLOGY,BCMP,nih,2018,0
Einstein,MOLECULAR PHARMACOLOGY,BCMP,nih,2017,0
Einstein,MOLECULAR PHARMACOLOGY,BCMP,nih,2016,0
Einstein,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,0
Einstein,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,0
Einstein,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,0
Einstein,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,0
Einstein,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,0
Emory,BIOCHEMISTRY,BCMP,nih,2020,6741586
Emory,BIOCHEMISTRY,BCMP,nih,2019,4632986
Emory,BIOCHEMISTRY,BCMP,nih,2018,2992059
Emory,BIOCHEMISTRY,BCMP,nih,2017,4716958
Emory,BIOCHEMISTRY,BCMP,nih,2016,5204746
Emory,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2020,9564372
Emory,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2019,9156391
Emory,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2018,11491420
Emory,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2017,6927398
Emory,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2016,8564643
FIU-Wertheim,CELLULAR BIOLOGY AND PHARMACOLOGY,BCMP,nih,2020,450632
FIU-Wertheim,CELLULAR BIOLOGY AND PHARMACOLOGY,BCMP,nih,2019,803383
FIU-Wertheim,CELLULAR BIOLOGY AND PHARMACOLOGY,BCMP,nih,2018,803601
FIU-Wertheim,CELLULAR BIOLOGY AND PHARMACOLOGY,BCMP,nih,2017,803808
FIU-Wertheim,CELLULAR BIOLOGY AND PHARMACOLOGY,BCMP,nih,2016,804098
Florida,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,3122704
Florida,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,2074511
Florida,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,2681391
Florida,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,5712411
Florida,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,3315074
Florida,PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2020,4645542
Florida,PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2019,4708877
Florida,PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2018,5185574
Florida,PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2017,4228926
Florida,PHARMACOLOGY AND THERAPEUTICS,BCMP,nih,2016,4060749
Florida State,MOLECULAR BIOPHYSICS,BCMP,nih,2020,0
Florida State,MOLECULAR BIOPHYSICS,BCMP,nih,2019,0
Florida State,MOLECULAR BIOPHYSICS,BCMP,nih,2018,0
Florida State,MOLECULAR BIOPHYSICS,BCMP,nih,2017,0
Florida State,MOLECULAR BIOPHYSICS,BCMP,nih,2016,0
George Washington,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2020,2038215
George Washington,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2019,2030737
George Washington,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2018,1808868
George Washington,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2017,1886271
George Washington,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2016,1099595
George Washington,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2020,3604010
George Washington,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2019,5608193
George Washington,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2018,7701148
George Washington,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2017,6647684
George Washington,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2016,6172867
Georgetown,BIOCHEMISTRY MOLEC BIOLOGY AND CELL BIOLOGY,BCMP;CB,nih,2020,428757
Georgetown,BIOCHEMISTRY MOLEC BIOLOGY AND CELL BIOLOGY,BCMP;CB,nih,2019,758791
Georgetown,BIOCHEMISTRY MOLEC BIOLOGY AND CELL BIOLOGY,BCMP;CB,nih,2018,1689670
Georgetown,BIOCHEMISTRY MOLEC BIOLOGY AND CELL BIOLOGY,BCMP;CB,nih,2017,2073400
Georgetown,BIOCHEMISTRY MOLEC BIOLOGY AND CELL BIOLOGY,BCMP;CB,nih,2016,0
Georgetown,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2020,3940933
Georgetown,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2019,1952955
Georgetown,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2018,1640634
Georgetown,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2017,3388880
Georgetown,PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2016,0
Harvard,BIOLOGICAL CHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2020,12969461
Harvard,BIOLOGICAL CHEMISTRY AND MOLECULAR PHARMACOLOGY,BCMP,nih,2019,13596219
