school,department_name,harvard_equivalent,funding_type,year,funding_amount
Mount Sinai-Icahn,MICROBIOLOGY,Mb,nih,2018,24543982
Mount Sinai-Icahn,MICROBIOLOGY,Mb,nih,2017,22710355
Mount Sinai-Icahn,MICROBIOLOGY,Mb,nih,2016,22720919
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,5684650
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,7859790
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,9591317
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,9044423
MU South Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,8670148
Nebraska,PATHOLOGY AND MICROBIOLOGY,Mb,nih,2020,7192985
Nebraska,PATHOLOGY AND MICROBIOLOGY,Mb,nih,2019,7526151
Nebraska,PATHOLOGY AND MICROBIOLOGY,Mb,nih,2018,6607642
Nebraska,PATHOLOGY AND MICROBIOLOGY,Mb,nih,2017,4406973
Nebraska,PATHOLOGY AND MICROBIOLOGY,Mb,nih,2016,3937590
Nevada Reno,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,1237451
Nevada Reno,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,570846
Nevada Reno,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,606596
Nevada Reno,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,1080857
Nevada Reno,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,1185800
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,nih,2020,8936412
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,nih,2019,5538004
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,nih,2018,4927802
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,nih,2017,5316530
New Mexico,MOLECULAR GENETICS AND MICROBIOLOGY,Gn;Mb,nih,2016,3338938
New York Medical,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,539032
New York Medical,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,246000
New York Medical,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,416075
New York Medical,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,394302
New York Medical,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,503189
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,24793827
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,23377035
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,21607680
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,17280609
North Carolina,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,25384755
Northwestern-Feinberg,MICROBIOLOGY-IMMUNOLOGY,Mb;Imm,nih,2020,17238878
Northwestern-Feinberg,MICROBIOLOGY-IMMUNOLOGY,Mb;Imm,nih,2019,11743035
Northwestern-Feinberg,MICROBIOLOGY-IMMUNOLOGY,Mb;Imm,nih,2018,9555254
Northwestern-Feinberg,MICROBIOLOGY-IMMUNOLOGY,Mb;Imm,nih,2017,10718694
Northwestern-Feinberg,MICROBIOLOGY-IMMUNOLOGY,Mb;Imm,nih,2016,9598462
NYU-Grossman,MICROBIOLOGY,Mb,nih,2020,17122200
NYU-Grossman,MICROBIOLOGY,Mb,nih,2019,14957485
NYU-Grossman,MICROBIOLOGY,Mb,nih,2018,11972146
NYU-Grossman,MICROBIOLOGY,Mb,nih,2017,11142930
NYU-Grossman,MICROBIOLOGY,Mb,nih,2016,9624732
Ohio State,MICROBIAL INFECTION AND IMMUNITY,Mb;Imm,nih,2020,10540551
Ohio State,MICROBIAL INFECTION AND IMMUNITY,Mb;Imm,nih,2019,5835410
Ohio State,MICROBIAL INFECTION AND IMMUNITY,Mb;Imm,nih,2018,5121254
Ohio State,MICROBIAL INFECTION AND IMMUNITY,Mb;Imm,nih,2017,6955336
Ohio State,MICROBIAL INFECTION AND IMMUNITY,Mb;Imm,nih,2016,8254292
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,8914949
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,6541669
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,6602896
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,2409249
Oklahoma,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,2582519
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,3326430
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,0
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,7325866
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,5353240
Oregon,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,4402624
Penn State,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,2740107
Penn State,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,2794115
Penn State,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,4508378
Penn State,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,5392119
Penn State,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,4914299
Pennsylvania-Perelman,MICROBIOLOGY,Mb,nih,2020,16243369
Pennsylvania-Perelman,MICROBIOLOGY,Mb,nih,2019,18059363
Pennsylvania-Perelman,MICROBIOLOGY,Mb,nih,2018,14134132
Pennsylvania-Perelman,MICROBIOLOGY,Mb,nih,2017,15318794
Pennsylvania-Perelman,MICROBIOLOGY,Mb,nih,2016,11600603
Pittsburgh,IMMUNOLOGY,Imm,nih,2020,10902508
Pittsburgh,IMMUNOLOGY,Imm,nih,2019,10095069
Pittsburgh,IMMUNOLOGY,Imm,nih,2018,10678519
Pittsburgh,IMMUNOLOGY,Imm,nih,2017,12399028
Pittsburgh,IMMUNOLOGY,Imm,nih,2016,9571978
Pittsburgh,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2020,15636632
Pittsburgh,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2019,18014092
Pittsburgh,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2018,13093768
Pittsburgh,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2017,11263352
Pittsburgh,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2016,13693418
Ponce,MICROBIOLOGY,Mb,nih,2020,236953
Ponce,MICROBIOLOGY,Mb,nih,2019,202810
Ponce,MICROBIOLOGY,Mb,nih,2018,0
Ponce,MICROBIOLOGY,Mb,nih,2017,0
Ponce,MICROBIOLOGY,Mb,nih,2016,0
Puerto Rico,MICROBIOLOGY,Mb,nih,2020,1105935
Puerto Rico,MICROBIOLOGY,Mb,nih,2019,479562
Puerto Rico,MICROBIOLOGY,Mb,nih,2018,487500
Puerto Rico,MICROBIOLOGY,Mb,nih,2017,487500
Puerto Rico,MICROBIOLOGY,Mb,nih,2016,487500
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,9443233
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,0
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Renaissance Stony Brook,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
Rochester,CENTER FOR VACCINE BIOLOGY AND IMMUNOLOGY,Imm,nih,2020,1587132
Rochester,CENTER FOR VACCINE BIOLOGY AND IMMUNOLOGY,Imm,nih,2019,2602424
Rochester,CENTER FOR VACCINE BIOLOGY AND IMMUNOLOGY,Imm,nih,2018,3058507
Rochester,CENTER FOR VACCINE BIOLOGY AND IMMUNOLOGY,Imm,nih,2017,1999742
Rochester,CENTER FOR VACCINE BIOLOGY AND IMMUNOLOGY,Imm,nih,2016,2411312
Rochester,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,9465405
Rochester,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,10929675
Rochester,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,11034309
Rochester,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,10665132
Rochester,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,11450066
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,nih,2020,2901186
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,nih,2019,1666492
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,nih,2018,44524
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,nih,2017,0
Rush,MICROBIAL PATHOGENS AND IMMUNITY,Mb;Imm,nih,2016,0
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,nih,2020,3244907
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,nih,2019,5970305
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,nih,2018,0
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,nih,2017,0
Rutgers New Jersey,MICROBIOLOGY BIOCHEM AND MOLECULAR GENETICS,Mb;BCMP;Gn,nih,2016,0
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,nih,2020,0
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,nih,2019,0
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,nih,2018,0
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,nih,2017,0
Rutgers New Jersey,PATHOLOGY IMMUNOLOGY AND LABORATORY MEDICINE,Imm,nih,2016,0
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,1933788
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,1505523
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,2038960
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Saint Louis,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
South Alabama,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,385000
South Alabama,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,0
South Alabama,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
South Alabama,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
South Alabama,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,303000
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,8076741
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,6946588
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,8365955
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,6714932
South Carolina Columbia,PATHOLOGY MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,8454632
Southern Cal-Keck,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,16069265
Southern Cal-Keck,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,14357058
Southern Cal-Keck,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
Southern Cal-Keck,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Southern Cal-Keck,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
Southern Illinois,MEDICAL MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2020,337406
Southern Illinois,MEDICAL MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2019,327283
Southern Illinois,MEDICAL MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2018,337406
Southern Illinois,MEDICAL MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2017,337406
Southern Illinois,MEDICAL MICROBIOLOGY IMMUNOLOGY AND CELL BIOLOGY,Mb;Imm;CB,nih,2016,444817
Stanford,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,14681295
Stanford,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,11584943
Stanford,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,14818291
Stanford,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,26065032
Stanford,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,14730882
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,2253692
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,2577939
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,1351647
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,691576
SUNY Upstate,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,944283
Temple-Katz,LUNG RESEARCH CENTER,Mb;Imm,nih,2020,670845
Temple-Katz,LUNG RESEARCH CENTER,Mb;Imm,nih,2019,661297
Temple-Katz,LUNG RESEARCH CENTER,Mb;Imm,nih,2018,970459
Temple-Katz,LUNG RESEARCH CENTER,Mb;Imm,nih,2017,1073723
Temple-Katz,LUNG RESEARCH CENTER,Mb;Imm,nih,2016,1045470
Temple-Katz,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,3286534
Temple-Katz,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,1296681
Temple-Katz,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,1798143
Temple-Katz,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,2691023
Temple-Katz,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,1588095
Temple-Katz,NEUROVIROLOGY AND GENE EDITING,Mb;Imm,nih,2020,0
Temple-Katz,NEUROVIROLOGY AND GENE EDITING,Mb;Imm,nih,2019,0
Temple-Katz,NEUROVIROLOGY AND GENE EDITING,Mb;Imm,nih,2018,0
Temple-Katz,NEUROVIROLOGY AND GENE EDITING,Mb;Imm,nih,2017,0
Temple-Katz,NEUROVIROLOGY AND GENE EDITING,Mb;Imm,nih,2016,0
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,nih,2020,3866818
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,nih,2019,4592638
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,nih,2018,228000
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,nih,2017,228000
Tennessee,MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Mb;Imm;BCMP,nih,2016,565500
Texas Tech,IMMUNOLOGY AND MOLECULAR MICROBIOLOGY,Imm;Mb,nih,2020,0
Texas Tech,IMMUNOLOGY AND MOLECULAR MICROBIOLOGY,Imm;Mb,nih,2019,30525
Texas Tech,IMMUNOLOGY AND MOLECULAR MICROBIOLOGY,Imm;Mb,nih,2018,0
Texas Tech,IMMUNOLOGY AND MOLECULAR MICROBIOLOGY,Imm;Mb,nih,2017,0
Texas Tech,IMMUNOLOGY AND MOLECULAR MICROBIOLOGY,Imm;Mb,nih,2016,166388
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,1302579
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,797339
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,976214
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,1146308
Toledo,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,1159183
Tufts,IMMUNOLOGY,Imm,nih,2020,1670245
Tufts,IMMUNOLOGY,Imm,nih,2019,1173275
Tufts,IMMUNOLOGY,Imm,nih,2018,0
Tufts,IMMUNOLOGY,Imm,nih,2017,0
Tufts,IMMUNOLOGY,Imm,nih,2016,0
Tufts,MOLECULAR BIOLOGY AND MICROBIOLOGY,Mb;Gn,nih,2020,10629343
Tufts,MOLECULAR BIOLOGY AND MICROBIOLOGY,Mb;Gn,nih,2019,9217813
Tufts,MOLECULAR BIOLOGY AND MICROBIOLOGY,Mb;Gn,nih,2018,10544749
Tufts,MOLECULAR BIOLOGY AND MICROBIOLOGY,Mb;Gn,nih,2017,12330733
Tufts,MOLECULAR BIOLOGY AND MICROBIOLOGY,Mb;Gn,nih,2016,10595366
Tulane,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,9465002
Tulane,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,10279108
Tulane,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,10479645
Tulane,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,11495073
Tulane,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,5935698
U Washington,IMMUNOLOGY,Imm,nih,2020,10777280
U Washington,IMMUNOLOGY,Imm,nih,2019,9769246
U Washington,IMMUNOLOGY,Imm,nih,2018,11395827
U Washington,IMMUNOLOGY,Imm,nih,2017,12562255
U Washington,IMMUNOLOGY,Imm,nih,2016,11525555
U Washington,MICROBIOLOGY,Mb,nih,2020,11252833
U Washington,MICROBIOLOGY,Mb,nih,2019,9533935
U Washington,MICROBIOLOGY,Mb,nih,2018,10259224
U Washington,MICROBIOLOGY,Mb,nih,2017,9212169
U Washington,MICROBIOLOGY,Mb,nih,2016,10484385
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,15179985
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,14779576
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
UC Davis,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2020,2749635
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2019,3546648
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2018,4640676
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2017,5747647
UC Irvine,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2016,5239540
UC San Fransisco,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,12731430
UC San Fransisco,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,11447313
UC San Fransisco,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,13823123
UC San Fransisco,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,8652504
UC San Fransisco,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,10247909
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,nih,2020,22219505
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,nih,2019,16801231
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,nih,2018,12835206
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,nih,2017,14821932
UCLA-Geffen,MICROBIOLOGY IMMUN AND MOLEC GENETICS,Mb;Imm;Gn,nih,2016,0
Uniformed Services-Hebert,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,0
Uniformed Services-Hebert,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,0
Uniformed Services-Hebert,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
Uniformed Services-Hebert,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Uniformed Services-Hebert,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,nih,2020,8113878
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,nih,2019,6866197
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,nih,2018,6128159
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,nih,2017,0
UT Houston-McGovern,MICROBIOLOGY AND MOLEC GENETICS,Mb;Gn,nih,2016,0
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,35282055
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,29617999
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,26192248
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,23795507
UT Medical Branch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,22788609
UT Rio Grande Valley,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2020,0
UT Rio Grande Valley,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2019,0
UT Rio Grande Valley,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2018,0
UT Rio Grande Valley,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2017,0
UT Rio Grande Valley,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2016,0
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,nih,2020,4708510
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,nih,2019,6326035
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,nih,2018,6200878
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,nih,2017,4149258
UT San Antonio-Long,MICROBIOLOGY IMMUNOLOGY AND MOLEC GENETICS,Mb;Imm;Gn,nih,2016,0
UT Southwestern,IMMUNOLOGY,Imm,nih,2020,3489007
UT Southwestern,IMMUNOLOGY,Imm,nih,2019,2277410
UT Southwestern,IMMUNOLOGY,Imm,nih,2018,3291036
UT Southwestern,IMMUNOLOGY,Imm,nih,2017,1971149
UT Southwestern,IMMUNOLOGY,Imm,nih,2016,2239111
UT Southwestern,MICROBIOLOGY,Mb,nih,2020,8266454
UT Southwestern,MICROBIOLOGY,Mb,nih,2019,5507362
UT Southwestern,MICROBIOLOGY,Mb,nih,2018,6373246
UT Southwestern,MICROBIOLOGY,Mb,nih,2017,5768200
UT Southwestern,MICROBIOLOGY,Mb,nih,2016,7269213
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2020,3468661
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2019,2939016
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2018,3724915
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2017,3948075
Vermont-Larner,MICROBIOLOGY AND MOLECULAR GENETICS,Mb;Gn,nih,2016,2622838
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,nih,2020,9330771
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,nih,2019,8756013
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,nih,2018,10895514
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,nih,2017,9288275
Virginia,MICROBIOLOGY IMMUN AND CANCER BIOLOGY,Mb;Imm,nih,2016,9844172
Virginia Commonwealth,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,4304963
Virginia Commonwealth,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,4402405
Virginia Commonwealth,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,5380102
Virginia Commonwealth,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,5056361
Virginia Commonwealth,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,1980552
Wake Forest,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,2034739
Wake Forest,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,1355290
Wake Forest,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,1596227
Wake Forest,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,1522749
Wake Forest,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,1198076
Washington U St Louis,MOLECULAR MICROBIOLOGY,Mb,nih,2020,22666320
Washington U St Louis,MOLECULAR MICROBIOLOGY,Mb,nih,2019,17204380
Washington U St Louis,MOLECULAR MICROBIOLOGY,Mb,nih,2018,14964327
Washington U St Louis,MOLECULAR MICROBIOLOGY,Mb,nih,2017,14517003
Washington U St Louis,MOLECULAR MICROBIOLOGY,Mb,nih,2016,11754285
Washington U St Louis,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2020,28113396
Washington U St Louis,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2019,27414572
Washington U St Louis,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2018,33474950
Washington U St Louis,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2017,33172751
Washington U St Louis,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2016,29807683
Wayne State,IMMUNOLOGY AND MICROBIOLOGY,Mb;Imm,nih,2020,1143575
